state_name,district_name,disability_type,age_lower,age_upper,Male_count,female_count,total
Bihar,Jamui,Speech And Language Disability,60,80,0,1,1
Jharkhand,Jamtara,Speech And Language Disability,0,6,2,1,3
Jharkhand,Jamtara,Speech And Language Disability,6,15,34,29,63
Jharkhand,Jamtara,Speech And Language Disability,15,35,68,45,113
Jharkhand,Jamtara,Speech And Language Disability,35,60,29,13,42
Jharkhand,Jamtara,Speech And Language Disability,60,80,1,1,2
Gujarat,Jamnagar,Speech And Language Disability,35,60,2,0,2
Gujarat,Jamnagar,Speech And Language Disability,60,80,0,1,1
Jammu And Kashmir,Jammu,Speech And Language Disability,0,6,0,1,1
Jammu And Kashmir,Jammu,Speech And Language Disability,6,15,7,10,17
Jammu And Kashmir,Jammu,Speech And Language Disability,15,35,19,17,36
Jammu And Kashmir,Jammu,Speech And Language Disability,35,60,25,12,37
Jammu And Kashmir,Jammu,Speech And Language Disability,60,80,5,2,7
Rajasthan,Jalore,Speech And Language Disability,0,6,0,1,1
Rajasthan,Jalore,Speech And Language Disability,6,15,14,8,22
Rajasthan,Jalore,Speech And Language Disability,15,35,50,14,64
Rajasthan,Jalore,Speech And Language Disability,35,60,17,5,22
Rajasthan,Jalore,Speech And Language Disability,60,80,6,2,8
Rajasthan,Jalore,Speech And Language Disability,80,100,1,0,1
Maharashtra,Jalna,Speech And Language Disability,0,6,1,5,6
Maharashtra,Jalna,Speech And Language Disability,6,15,16,19,35
Maharashtra,Jalna,Speech And Language Disability,15,35,52,18,70
Maharashtra,Jalna,Speech And Language Disability,35,60,37,18,55
Maharashtra,Jalna,Speech And Language Disability,60,80,4,1,5
Maharashtra,Jalna,Speech And Language Disability,80,100,1,1,2
Maharashtra,Jalgaon,Speech And Language Disability,6,15,2,0,2
Maharashtra,Jalgaon,Speech And Language Disability,15,35,5,1,6
Maharashtra,Jalgaon,Speech And Language Disability,35,60,3,1,4
Uttar Pradesh,Jalaun,Speech And Language Disability,0,6,2,3,5
Uttar Pradesh,Jalaun,Speech And Language Disability,6,15,6,6,12
Uttar Pradesh,Jalaun,Speech And Language Disability,15,35,44,27,71
Uttar Pradesh,Jalaun,Speech And Language Disability,35,60,29,17,46
Uttar Pradesh,Jalaun,Speech And Language Disability,60,80,5,1,6
Punjab,Jalandhar,Speech And Language Disability,6,15,2,2,4
Punjab,Jalandhar,Speech And Language Disability,15,35,14,6,20
Punjab,Jalandhar,Speech And Language Disability,35,60,13,7,20
Punjab,Jalandhar,Speech And Language Disability,60,80,3,0,3
Odisha,Jajapur,Speech And Language Disability,0,6,6,7,13
Odisha,Jajapur,Speech And Language Disability,6,15,32,31,63
Odisha,Jajapur,Speech And Language Disability,15,35,46,33,79
Odisha,Jajapur,Speech And Language Disability,35,60,35,23,58
Odisha,Jajapur,Speech And Language Disability,60,80,4,1,5
Rajasthan,Jaisalmer,Speech And Language Disability,6,15,2,0,2
Rajasthan,Jaisalmer,Speech And Language Disability,15,35,4,1,5
Rajasthan,Jaipur,Speech And Language Disability,6,15,11,15,26
Rajasthan,Jaipur,Speech And Language Disability,15,35,30,13,43
Rajasthan,Jaipur,Speech And Language Disability,35,60,19,9,28
Rajasthan,Jaipur,Speech And Language Disability,60,80,5,1,6
Odisha,Jagatsinghapur,Speech And Language Disability,0,6,1,1,2
Odisha,Jagatsinghapur,Speech And Language Disability,6,15,8,6,14
Odisha,Jagatsinghapur,Speech And Language Disability,15,35,18,8,26
Odisha,Jagatsinghapur,Speech And Language Disability,35,60,23,4,27
Odisha,Jagatsinghapur,Speech And Language Disability,60,80,6,0,6
Madhya Pradesh,Jabalpur,Speech And Language Disability,0,6,1,1,2
Madhya Pradesh,Jabalpur,Speech And Language Disability,6,15,7,2,9
Madhya Pradesh,Jabalpur,Speech And Language Disability,15,35,10,9,19
Madhya Pradesh,Jabalpur,Speech And Language Disability,35,60,10,12,22
Madhya Pradesh,Jabalpur,Speech And Language Disability,60,80,1,1,2
Madhya Pradesh,Indore,Speech And Language Disability,6,15,2,2,4
Madhya Pradesh,Indore,Speech And Language Disability,15,35,8,5,13
Madhya Pradesh,Indore,Speech And Language Disability,35,60,4,2,6
Madhya Pradesh,Indore,Speech And Language Disability,60,80,1,0,1
Manipur,Imphal West,Speech And Language Disability,6,15,0,2,2
Manipur,Imphal West,Speech And Language Disability,15,35,1,0,1
Manipur,Imphal West,Speech And Language Disability,35,60,2,2,4
Manipur,Imphal East,Speech And Language Disability,0,6,0,1,1
Kerala,Idukki,Speech And Language Disability,6,15,3,1,4
Kerala,Idukki,Speech And Language Disability,15,35,19,8,27
Kerala,Idukki,Speech And Language Disability,35,60,9,13,22
Kerala,Idukki,Speech And Language Disability,60,80,0,5,5
West Bengal,Howrah,Speech And Language Disability,6,15,1,0,1
Punjab,Hoshiarpur,Speech And Language Disability,0,6,2,0,2
Punjab,Hoshiarpur,Speech And Language Disability,6,15,10,5,15
Punjab,Hoshiarpur,Speech And Language Disability,15,35,67,37,104
Punjab,Hoshiarpur,Speech And Language Disability,35,60,50,32,82
Punjab,Hoshiarpur,Speech And Language Disability,60,80,12,3,15
Punjab,Hoshiarpur,Speech And Language Disability,80,100,1,0,1
Assam,Hojai,Speech And Language Disability,0,6,0,2,2
Assam,Hojai,Speech And Language Disability,6,15,1,5,6
Assam,Hojai,Speech And Language Disability,15,35,8,3,11
Assam,Hojai,Speech And Language Disability,35,60,2,2,4
Mizoram,Hnahthial,Speech And Language Disability,15,35,0,3,3
Haryana,Hisar,Speech And Language Disability,0,6,2,1,3
Haryana,Hisar,Speech And Language Disability,6,15,7,3,10
Haryana,Hisar,Speech And Language Disability,15,35,38,11,49
Haryana,Hisar,Speech And Language Disability,35,60,22,7,29
Haryana,Hisar,Speech And Language Disability,60,80,4,0,4
Maharashtra,Hingoli,Speech And Language Disability,6,15,1,3,4
Maharashtra,Hingoli,Speech And Language Disability,15,35,5,3,8
Maharashtra,Hingoli,Speech And Language Disability,35,60,4,1,5
Maharashtra,Hingoli,Speech And Language Disability,60,80,1,0,1
Jharkhand,Hazaribagh,Speech And Language Disability,0,6,1,0,1
Jharkhand,Hazaribagh,Speech And Language Disability,6,15,8,4,12
Jharkhand,Hazaribagh,Speech And Language Disability,15,35,17,17,34
Jharkhand,Hazaribagh,Speech And Language Disability,35,60,9,5,14
Karnataka,Haveri,Speech And Language Disability,0,6,1,3,4
Karnataka,Haveri,Speech And Language Disability,6,15,27,16,43
Karnataka,Haveri,Speech And Language Disability,15,35,47,38,85
Karnataka,Haveri,Speech And Language Disability,35,60,37,21,58
Karnataka,Haveri,Speech And Language Disability,60,80,3,6,9
Karnataka,Haveri,Speech And Language Disability,80,100,0,1,1
Uttar Pradesh,Hathras,Speech And Language Disability,0,6,0,2,2
Uttar Pradesh,Hathras,Speech And Language Disability,6,15,3,3,6
Uttar Pradesh,Hathras,Speech And Language Disability,15,35,14,6,20
Uttar Pradesh,Hathras,Speech And Language Disability,35,60,5,7,12
Uttar Pradesh,Hathras,Speech And Language Disability,60,80,1,1,2
Karnataka,Hassan,Speech And Language Disability,0,6,0,2,2
Karnataka,Hassan,Speech And Language Disability,6,15,12,2,14
Karnataka,Hassan,Speech And Language Disability,15,35,22,23,45
Karnataka,Hassan,Speech And Language Disability,35,60,35,24,59
Karnataka,Hassan,Speech And Language Disability,60,80,22,2,24
Karnataka,Hassan,Speech And Language Disability,80,100,1,0,1
Uttarakhand,Haridwar,Speech And Language Disability,0,6,1,0,1
Uttarakhand,Haridwar,Speech And Language Disability,6,15,4,3,7
Uttarakhand,Haridwar,Speech And Language Disability,15,35,10,9,19
Uttarakhand,Haridwar,Speech And Language Disability,35,60,11,1,12
Uttarakhand,Haridwar,Speech And Language Disability,80,100,1,0,1
Uttar Pradesh,Hardoi,Speech And Language Disability,0,6,1,0,1
Uttar Pradesh,Hardoi,Speech And Language Disability,6,15,3,4,7
Uttar Pradesh,Hardoi,Speech And Language Disability,15,35,46,12,58
Uttar Pradesh,Hardoi,Speech And Language Disability,35,60,25,9,34
Uttar Pradesh,Hardoi,Speech And Language Disability,60,80,2,0,2
Madhya Pradesh,Harda,Speech And Language Disability,6,15,3,7,10
Madhya Pradesh,Harda,Speech And Language Disability,15,35,13,12,25
Madhya Pradesh,Harda,Speech And Language Disability,35,60,10,3,13
Madhya Pradesh,Harda,Speech And Language Disability,60,80,6,2,8
Madhya Pradesh,Harda,Speech And Language Disability,80,100,4,0,4
Uttar Pradesh,Hapur,Speech And Language Disability,0,6,1,0,1
Uttar Pradesh,Hapur,Speech And Language Disability,6,15,3,3,6
Uttar Pradesh,Hapur,Speech And Language Disability,15,35,9,3,12
Uttar Pradesh,Hapur,Speech And Language Disability,35,60,1,4,5
Rajasthan,Hanumangarh,Speech And Language Disability,6,15,2,5,7
Rajasthan,Hanumangarh,Speech And Language Disability,15,35,2,4,6
Rajasthan,Hanumangarh,Speech And Language Disability,35,60,2,1,3
Rajasthan,Hanumangarh,Speech And Language Disability,60,80,1,0,1
Himachal Pradesh,Hamirpur,Speech And Language Disability,0,6,0,1,1
Himachal Pradesh,Hamirpur,Speech And Language Disability,6,15,3,2,5
Himachal Pradesh,Hamirpur,Speech And Language Disability,15,35,8,5,13
Himachal Pradesh,Hamirpur,Speech And Language Disability,35,60,12,7,19
Himachal Pradesh,Hamirpur,Speech And Language Disability,60,80,5,0,5
Uttar Pradesh,Hamirpur,Speech And Language Disability,6,15,8,5,13
Uttar Pradesh,Hamirpur,Speech And Language Disability,15,35,23,8,31
Uttar Pradesh,Hamirpur,Speech And Language Disability,35,60,30,6,36
Uttar Pradesh,Hamirpur,Speech And Language Disability,60,80,5,0,5
Assam,Hailakandi,Speech And Language Disability,0,6,6,8,14
Assam,Hailakandi,Speech And Language Disability,6,15,40,29,69
Assam,Hailakandi,Speech And Language Disability,15,35,54,48,102
Assam,Hailakandi,Speech And Language Disability,35,60,22,18,40
Assam,Hailakandi,Speech And Language Disability,60,80,2,1,3
Sikkim,Gyalshing,Speech And Language Disability,6,15,1,3,4
Sikkim,Gyalshing,Speech And Language Disability,15,35,2,2,4
Sikkim,Gyalshing,Speech And Language Disability,35,60,1,1,2
Sikkim,Gyalshing,Speech And Language Disability,60,80,1,0,1
Madhya Pradesh,Gwalior,Speech And Language Disability,6,15,4,3,7
Madhya Pradesh,Gwalior,Speech And Language Disability,15,35,17,3,20
Madhya Pradesh,Gwalior,Speech And Language Disability,35,60,6,2,8
Haryana,Gurugram,Speech And Language Disability,15,35,1,0,1
Haryana,Gurugram,Speech And Language Disability,35,60,3,0,3
Haryana,Gurugram,Speech And Language Disability,60,80,1,0,1
Punjab,Gurdaspur,Speech And Language Disability,6,15,0,2,2
Punjab,Gurdaspur,Speech And Language Disability,15,35,12,6,18
Punjab,Gurdaspur,Speech And Language Disability,35,60,5,5,10
Punjab,Gurdaspur,Speech And Language Disability,60,80,2,1,3
Andhra Pradesh,Guntur,Speech And Language Disability,6,15,0,1,1
Andhra Pradesh,Guntur,Speech And Language Disability,15,35,1,0,1
Madhya Pradesh,Guna,Speech And Language Disability,0,6,1,0,1
Madhya Pradesh,Guna,Speech And Language Disability,6,15,2,0,2
Madhya Pradesh,Guna,Speech And Language Disability,15,35,7,6,13
Madhya Pradesh,Guna,Speech And Language Disability,35,60,9,2,11
Madhya Pradesh,Guna,Speech And Language Disability,60,80,3,0,3
Jharkhand,Gumla,Speech And Language Disability,0,6,1,1,2
Jharkhand,Gumla,Speech And Language Disability,6,15,20,15,35
Jharkhand,Gumla,Speech And Language Disability,15,35,28,26,54
Jharkhand,Gumla,Speech And Language Disability,35,60,24,16,40
Jharkhand,Gumla,Speech And Language Disability,60,80,4,2,6
Uttar Pradesh,Gorakhpur,Speech And Language Disability,0,6,4,2,6
Uttar Pradesh,Gorakhpur,Speech And Language Disability,6,15,20,15,35
Uttar Pradesh,Gorakhpur,Speech And Language Disability,15,35,51,38,89
Uttar Pradesh,Gorakhpur,Speech And Language Disability,35,60,29,15,44
Uttar Pradesh,Gorakhpur,Speech And Language Disability,60,80,2,0,2
Bihar,Gopalganj,Speech And Language Disability,0,6,8,8,16
Bihar,Gopalganj,Speech And Language Disability,6,15,28,26,54
Bihar,Gopalganj,Speech And Language Disability,15,35,31,10,41
Bihar,Gopalganj,Speech And Language Disability,35,60,11,3,14
Bihar,Gopalganj,Speech And Language Disability,60,80,1,0,1
Maharashtra,Gondia,Speech And Language Disability,0,6,0,1,1
Maharashtra,Gondia,Speech And Language Disability,15,35,3,1,4
Maharashtra,Gondia,Speech And Language Disability,35,60,6,0,6
Uttar Pradesh,Gonda,Speech And Language Disability,0,6,4,1,5
Uttar Pradesh,Gonda,Speech And Language Disability,6,15,6,2,8
Uttar Pradesh,Gonda,Speech And Language Disability,15,35,17,9,26
Uttar Pradesh,Gonda,Speech And Language Disability,35,60,7,6,13
Uttar Pradesh,Gonda,Speech And Language Disability,60,80,1,0,1
Tripura,Gomati,Speech And Language Disability,6,15,1,0,1
Tripura,Gomati,Speech And Language Disability,15,35,0,1,1
Tripura,Gomati,Speech And Language Disability,35,60,1,0,1
Assam,Golaghat,Speech And Language Disability,0,6,1,0,1
Assam,Golaghat,Speech And Language Disability,6,15,7,7,14
Assam,Golaghat,Speech And Language Disability,15,35,19,21,40
Assam,Golaghat,Speech And Language Disability,35,60,17,7,24
Assam,Golaghat,Speech And Language Disability,60,80,4,1,5
Jharkhand,Godda,Speech And Language Disability,6,15,3,5,8
Jharkhand,Godda,Speech And Language Disability,15,35,21,15,36
Jharkhand,Godda,Speech And Language Disability,35,60,14,12,26
Jharkhand,Godda,Speech And Language Disability,60,80,1,3,4
Jharkhand,Godda,Speech And Language Disability,80,100,1,1,2
Assam,Goalpara,Speech And Language Disability,6,15,1,1,2
Assam,Goalpara,Speech And Language Disability,15,35,7,6,13
Assam,Goalpara,Speech And Language Disability,35,60,5,0,5
Assam,Goalpara,Speech And Language Disability,60,80,1,0,1
Jharkhand,Giridih,Speech And Language Disability,0,6,1,2,3
Jharkhand,Giridih,Speech And Language Disability,6,15,31,43,74
Jharkhand,Giridih,Speech And Language Disability,15,35,81,46,127
Jharkhand,Giridih,Speech And Language Disability,35,60,44,20,64
Jharkhand,Giridih,Speech And Language Disability,60,80,5,3,8
Jharkhand,Giridih,Speech And Language Disability,80,100,1,0,1
Gujarat,Gir Somnath,Speech And Language Disability,0,6,1,0,1
Gujarat,Gir Somnath,Speech And Language Disability,15,35,0,1,1
Gujarat,Gir Somnath,Speech And Language Disability,35,60,1,1,2
Uttar Pradesh,Ghazipur,Speech And Language Disability,0,6,2,1,3
Uttar Pradesh,Ghazipur,Speech And Language Disability,6,15,13,9,22
Uttar Pradesh,Ghazipur,Speech And Language Disability,15,35,25,6,31
Uttar Pradesh,Ghazipur,Speech And Language Disability,35,60,8,2,10
Uttar Pradesh,Ghazipur,Speech And Language Disability,60,80,0,1,1
Uttar Pradesh,Ghaziabad,Speech And Language Disability,6,15,0,1,1
Uttar Pradesh,Ghaziabad,Speech And Language Disability,15,35,9,3,12
Uttar Pradesh,Ghaziabad,Speech And Language Disability,35,60,5,0,5
Uttar Pradesh,Ghaziabad,Speech And Language Disability,60,80,1,0,1
Uttar Pradesh,Ghaziabad,Speech And Language Disability,80,100,1,0,1
Bihar,Gaya,Speech And Language Disability,0,6,3,0,3
Bihar,Gaya,Speech And Language Disability,6,15,30,23,53
Bihar,Gaya,Speech And Language Disability,15,35,22,16,38
Bihar,Gaya,Speech And Language Disability,35,60,13,5,18
Bihar,Gaya,Speech And Language Disability,60,80,2,0,2
Uttar Pradesh,Gautam Buddha Nagar,Speech And Language Disability,0,6,2,1,3
Uttar Pradesh,Gautam Buddha Nagar,Speech And Language Disability,6,15,3,2,5
Uttar Pradesh,Gautam Buddha Nagar,Speech And Language Disability,15,35,6,1,7
Uttar Pradesh,Gautam Buddha Nagar,Speech And Language Disability,35,60,3,1,4
Chhattisgarh,Gaurella Pendra Marwahi,Speech And Language Disability,6,15,1,1,2
Chhattisgarh,Gaurella Pendra Marwahi,Speech And Language Disability,15,35,2,0,2
Chhattisgarh,Gariyaband,Speech And Language Disability,6,15,13,15,28
Chhattisgarh,Gariyaband,Speech And Language Disability,15,35,32,22,54
Chhattisgarh,Gariyaband,Speech And Language Disability,35,60,18,8,26
Chhattisgarh,Gariyaband,Speech And Language Disability,80,100,1,0,1
Jharkhand,Garhwa,Speech And Language Disability,0,6,1,3,4
Jharkhand,Garhwa,Speech And Language Disability,6,15,14,19,33
Jharkhand,Garhwa,Speech And Language Disability,15,35,23,22,45
Jharkhand,Garhwa,Speech And Language Disability,35,60,10,14,24
Jharkhand,Garhwa,Speech And Language Disability,60,80,1,0,1
Odisha,Ganjam,Speech And Language Disability,0,6,3,2,5
Odisha,Ganjam,Speech And Language Disability,6,15,47,29,76
Odisha,Ganjam,Speech And Language Disability,15,35,43,29,72
Odisha,Ganjam,Speech And Language Disability,35,60,52,10,62
Odisha,Ganjam,Speech And Language Disability,60,80,9,1,10
Sikkim,Gangtok,Speech And Language Disability,0,6,1,0,1
Sikkim,Gangtok,Speech And Language Disability,15,35,3,9,12
Sikkim,Gangtok,Speech And Language Disability,35,60,3,0,3
Rajasthan,Ganganagar,Speech And Language Disability,0,6,2,0,2
Rajasthan,Ganganagar,Speech And Language Disability,6,15,16,8,24
Rajasthan,Ganganagar,Speech And Language Disability,15,35,48,12,60
Rajasthan,Ganganagar,Speech And Language Disability,35,60,21,4,25
Rajasthan,Ganganagar,Speech And Language Disability,60,80,3,0,3
Gujarat,Gandhinagar,Speech And Language Disability,6,15,1,0,1
Gujarat,Gandhinagar,Speech And Language Disability,35,60,1,0,1
Jammu And Kashmir,Ganderbal,Speech And Language Disability,0,6,5,1,6
Jammu And Kashmir,Ganderbal,Speech And Language Disability,6,15,4,6,10
Jammu And Kashmir,Ganderbal,Speech And Language Disability,15,35,14,6,20
Jammu And Kashmir,Ganderbal,Speech And Language Disability,35,60,8,7,15
Jammu And Kashmir,Ganderbal,Speech And Language Disability,60,80,3,1,4
Jammu And Kashmir,Ganderbal,Speech And Language Disability,80,100,0,1,1
Odisha,Gajapati,Speech And Language Disability,15,35,0,1,1
Odisha,Gajapati,Speech And Language Disability,35,60,4,1,5
Maharashtra,Gadchiroli,Speech And Language Disability,0,6,1,0,1
Maharashtra,Gadchiroli,Speech And Language Disability,6,15,1,1,2
Maharashtra,Gadchiroli,Speech And Language Disability,35,60,1,2,3
Maharashtra,Gadchiroli,Speech And Language Disability,60,80,0,1,1
Karnataka,Gadag,Speech And Language Disability,0,6,3,2,5
Karnataka,Gadag,Speech And Language Disability,6,15,10,8,18
Karnataka,Gadag,Speech And Language Disability,15,35,6,15,21
Karnataka,Gadag,Speech And Language Disability,35,60,8,4,12
Uttar Pradesh,Firozabad,Speech And Language Disability,6,15,6,5,11
Uttar Pradesh,Firozabad,Speech And Language Disability,15,35,16,9,25
Uttar Pradesh,Firozabad,Speech And Language Disability,35,60,12,3,15
Uttar Pradesh,Firozabad,Speech And Language Disability,60,80,1,0,1
Punjab,Ferozepur,Speech And Language Disability,6,15,3,2,5
Punjab,Ferozepur,Speech And Language Disability,15,35,10,4,14
Punjab,Ferozepur,Speech And Language Disability,35,60,2,2,4
Punjab,Fazilka,Speech And Language Disability,0,6,1,0,1
Punjab,Fazilka,Speech And Language Disability,6,15,10,11,21
Punjab,Fazilka,Speech And Language Disability,15,35,12,7,19
Punjab,Fazilka,Speech And Language Disability,35,60,8,4,12
Punjab,Fazilka,Speech And Language Disability,60,80,3,0,3
Uttar Pradesh,Fatehpur,Speech And Language Disability,0,6,4,0,4
Uttar Pradesh,Fatehpur,Speech And Language Disability,6,15,16,9,25
Uttar Pradesh,Fatehpur,Speech And Language Disability,15,35,46,38,84
Uttar Pradesh,Fatehpur,Speech And Language Disability,35,60,34,13,47
Uttar Pradesh,Fatehpur,Speech And Language Disability,60,80,2,3,5
Uttar Pradesh,Fatehpur,Speech And Language Disability,80,100,0,1,1
Punjab,Fatehgarh Sahib,Speech And Language Disability,6,15,11,3,14
Punjab,Fatehgarh Sahib,Speech And Language Disability,15,35,15,15,30
Punjab,Fatehgarh Sahib,Speech And Language Disability,35,60,9,3,12
Punjab,Fatehgarh Sahib,Speech And Language Disability,60,80,4,1,5
Haryana,Fatehabad,Speech And Language Disability,6,15,9,6,15
Haryana,Fatehabad,Speech And Language Disability,15,35,22,12,34
Haryana,Fatehabad,Speech And Language Disability,35,60,4,2,6
Haryana,Fatehabad,Speech And Language Disability,60,80,0,1,1
Haryana,Fatehabad,Speech And Language Disability,80,100,1,0,1
Uttar Pradesh,Farrukhabad,Speech And Language Disability,0,6,0,2,2
Uttar Pradesh,Farrukhabad,Speech And Language Disability,6,15,6,4,10
Uttar Pradesh,Farrukhabad,Speech And Language Disability,15,35,51,15,66
Uttar Pradesh,Farrukhabad,Speech And Language Disability,35,60,34,7,41
Uttar Pradesh,Farrukhabad,Speech And Language Disability,60,80,3,0,3
Punjab,Faridkot,Speech And Language Disability,6,15,2,1,3
Punjab,Faridkot,Speech And Language Disability,15,35,8,5,13
Punjab,Faridkot,Speech And Language Disability,35,60,5,2,7
Haryana,Faridabad,Speech And Language Disability,15,35,8,1,9
Haryana,Faridabad,Speech And Language Disability,35,60,3,0,3
Uttar Pradesh,Etawah,Speech And Language Disability,6,15,2,4,6
Uttar Pradesh,Etawah,Speech And Language Disability,15,35,7,2,9
Uttar Pradesh,Etawah,Speech And Language Disability,35,60,3,2,5
Uttar Pradesh,Etah,Speech And Language Disability,0,6,1,0,1
Uttar Pradesh,Etah,Speech And Language Disability,6,15,12,7,19
Uttar Pradesh,Etah,Speech And Language Disability,15,35,62,22,84
Uttar Pradesh,Etah,Speech And Language Disability,35,60,27,9,36
Uttar Pradesh,Etah,Speech And Language Disability,60,80,2,1,3
Tamil Nadu,Erode,Speech And Language Disability,6,15,10,2,12
Tamil Nadu,Erode,Speech And Language Disability,15,35,9,4,13
Tamil Nadu,Erode,Speech And Language Disability,35,60,0,1,1
Tamil Nadu,Erode,Speech And Language Disability,60,80,1,0,1
Kerala,Ernakulam,Speech And Language Disability,6,15,1,1,2
Kerala,Ernakulam,Speech And Language Disability,15,35,3,3,6
Kerala,Ernakulam,Speech And Language Disability,35,60,15,9,24
Kerala,Ernakulam,Speech And Language Disability,60,80,4,2,6
Meghalaya,Eastern West Khasi Hills,Speech And Language Disability,15,35,2,0,2
Meghalaya,Eastern West Khasi Hills,Speech And Language Disability,35,60,1,2,3
Jharkhand,East Singhbum,Speech And Language Disability,6,15,2,5,7
Jharkhand,East Singhbum,Speech And Language Disability,15,35,63,60,123
Jharkhand,East Singhbum,Speech And Language Disability,35,60,45,38,83
Jharkhand,East Singhbum,Speech And Language Disability,60,80,19,4,23
Jharkhand,East Singhbum,Speech And Language Disability,80,100,1,3,4
Arunachal Pradesh,East Siang,Speech And Language Disability,15,35,3,3,6
Madhya Pradesh,East Nimar,Speech And Language Disability,6,15,3,5,8
Madhya Pradesh,East Nimar,Speech And Language Disability,15,35,21,7,28
Madhya Pradesh,East Nimar,Speech And Language Disability,35,60,5,2,7
Madhya Pradesh,East Nimar,Speech And Language Disability,60,80,1,0,1
Meghalaya,East Khasi Hills,Speech And Language Disability,6,15,0,3,3
Meghalaya,East Khasi Hills,Speech And Language Disability,15,35,21,17,38
Meghalaya,East Khasi Hills,Speech And Language Disability,35,60,3,4,7
Meghalaya,East Khasi Hills,Speech And Language Disability,60,80,1,0,1
Arunachal Pradesh,East Kameng,Speech And Language Disability,6,15,2,0,2
Arunachal Pradesh,East Kameng,Speech And Language Disability,15,35,6,3,9
Arunachal Pradesh,East Kameng,Speech And Language Disability,35,60,2,0,2
Meghalaya,East Jaintia Hills,Speech And Language Disability,15,35,5,3,8
Meghalaya,East Jaintia Hills,Speech And Language Disability,35,60,0,2,2
Meghalaya,East Jaintia Hills,Speech And Language Disability,60,80,0,1,1
Meghalaya,East Garo Hills,Speech And Language Disability,6,15,1,4,5
Meghalaya,East Garo Hills,Speech And Language Disability,15,35,19,9,28
Meghalaya,East Garo Hills,Speech And Language Disability,35,60,3,2,5
Delhi,East,Speech And Language Disability,0,6,0,1,1
Delhi,East,Speech And Language Disability,6,15,1,2,3
Delhi,East,Speech And Language Disability,15,35,1,1,2
Delhi,East,Speech And Language Disability,35,60,0,1,1
Chhattisgarh,Durg,Speech And Language Disability,0,6,0,2,2
Chhattisgarh,Durg,Speech And Language Disability,6,15,3,2,5
Chhattisgarh,Durg,Speech And Language Disability,15,35,14,12,26
Chhattisgarh,Durg,Speech And Language Disability,35,60,6,5,11
Chhattisgarh,Durg,Speech And Language Disability,60,80,2,0,2
Chhattisgarh,Durg,Speech And Language Disability,80,100,0,1,1
Rajasthan,Dungarpur,Speech And Language Disability,6,15,1,2,3
Rajasthan,Dungarpur,Speech And Language Disability,15,35,7,3,10
Rajasthan,Dungarpur,Speech And Language Disability,35,60,5,1,6
Rajasthan,Dungarpur,Speech And Language Disability,60,80,0,1,1
Jharkhand,Dumka,Speech And Language Disability,0,6,2,1,3
Jharkhand,Dumka,Speech And Language Disability,6,15,43,28,71
Jharkhand,Dumka,Speech And Language Disability,15,35,51,32,83
Jharkhand,Dumka,Speech And Language Disability,35,60,25,8,33
Jharkhand,Dumka,Speech And Language Disability,60,80,3,1,4
Gujarat,Dohad,Speech And Language Disability,6,15,4,2,6
Gujarat,Dohad,Speech And Language Disability,15,35,16,2,18
Gujarat,Dohad,Speech And Language Disability,35,60,4,2,6
Jammu And Kashmir,Doda,Speech And Language Disability,0,6,4,1,5
Jammu And Kashmir,Doda,Speech And Language Disability,6,15,12,13,25
Jammu And Kashmir,Doda,Speech And Language Disability,15,35,46,33,79
Jammu And Kashmir,Doda,Speech And Language Disability,35,60,17,16,33
Jammu And Kashmir,Doda,Speech And Language Disability,60,80,5,0,5
Dadra Nagar Haveli And Daman And Diu,Diu,Speech And Language Disability,6,15,1,0,1
Madhya Pradesh,Dindori,Speech And Language Disability,6,15,3,4,7
Madhya Pradesh,Dindori,Speech And Language Disability,15,35,18,8,26
Madhya Pradesh,Dindori,Speech And Language Disability,35,60,7,6,13
Madhya Pradesh,Dindori,Speech And Language Disability,60,80,0,1,1
Tamil Nadu,Dindigul,Speech And Language Disability,6,15,2,3,5
Tamil Nadu,Dindigul,Speech And Language Disability,15,35,2,0,2
Tamil Nadu,Dindigul,Speech And Language Disability,35,60,5,1,6
Tamil Nadu,Dindigul,Speech And Language Disability,60,80,3,0,3
Nagaland,Dimapur,Speech And Language Disability,15,35,0,2,2
Nagaland,Dimapur,Speech And Language Disability,35,60,1,0,1
Assam,Dima Hasao,Speech And Language Disability,15,35,1,1,2
Assam,Dibrugarh,Speech And Language Disability,6,15,0,3,3
Assam,Dibrugarh,Speech And Language Disability,15,35,2,2,4
Assam,Dibrugarh,Speech And Language Disability,35,60,1,1,2
Maharashtra,Dhule,Speech And Language Disability,15,35,0,1,1
Maharashtra,Dhule,Speech And Language Disability,35,60,1,1,2
Maharashtra,Dhule,Speech And Language Disability,60,80,1,0,1
Maharashtra,Dhule,Speech And Language Disability,80,100,0,1,1
Assam,Dhubri,Speech And Language Disability,6,15,1,0,1
Assam,Dhubri,Speech And Language Disability,15,35,1,3,4
Assam,Dhubri,Speech And Language Disability,35,60,1,0,1
Odisha,Dhenkanal,Speech And Language Disability,0,6,2,1,3
Odisha,Dhenkanal,Speech And Language Disability,6,15,35,23,58
Odisha,Dhenkanal,Speech And Language Disability,15,35,24,27,51
Odisha,Dhenkanal,Speech And Language Disability,35,60,29,15,44
Odisha,Dhenkanal,Speech And Language Disability,60,80,7,3,10
Odisha,Dhenkanal,Speech And Language Disability,80,100,1,0,1
Assam,Dhemaji,Speech And Language Disability,0,6,1,2,3
